    0,  255,  255,  255,    0,    0,    0,    0,    0,    0
    1,  255,    0,    0,  255,    0,    0,  255,    0,    0
    0,    0,  255,  255,  255,    0,    0,    0,    0,    0
    1,    0,  255,    0,  255,    0,    0,  255,    0,    0
    0,  255,  255,    0,    0,    0,  255,    0,    0,    0
    1,  255,    0,    0,  255,    0,    0,    0,  255,    0
    0,  255,    0,    0,    0,  255,  255,    0,    0,    0
    1,  255,    0,    0,    0,  255,    0,    0,  255,    0
    0,    0,    0,  255,  255,  255,    0,    0,    0,    0
    1,    0,  255,    0,    0,  255,    0,  255,    0,    0
    0,    0,    0,    0,  255,  255,  255,    0,    0,    0
    1,    0,  255,    0,    0,  255,    0,    0,  255,    0
    0,    0,    0,    0,    0,  255,  255,  255,    0,    0
    1,    0,    0,  255,    0,  255,    0,    0,  255,    0
    0,    0,    0,    0,  255,  255,    0,    0,    0,  255
    1,    0,  255,    0,    0,  255,    0,    0,    0,  255
    0,    0,    0,    0,  255,    0,    0,    0,  255,  255
    1,    0,  255,    0,    0,    0,  255,    0,    0,  255
    0,    0,    0,    0,    0,    0,  255,  255,  255,    0
    1,    0,    0,  255,    0,    0,  255,    0,  255,    0
    0,    0,    0,    0,    0,    0,    0,  255,  255,  255
    1,    0,    0,  255,    0,    0,  255,    0,    0,  255
    0,  143,  216,  204,    0,    0,    0,    0,    0,    0
    1,  205,    0,    0,  214,    0,    0,  235,    0,    0
    0,    0,  246,  181,  160,    0,    0,    0,    0,    0
    1,    0,  165,    0,  215,    0,    0,  169,    0,    0
    0,  180,  222,    0,    0,    0,  249,    0,    0,    0
    1,  153,    0,    0,  252,    0,    0,    0,  254,    0
    0,  130,    0,    0,    0,  247,  236,    0,    0,    0
    1,  246,    0,    0,    0,  158,    0,    0,  173,    0
    0,    0,    0,  159,  168,  160,    0,    0,    0,    0
    1,    0,  192,    0,    0,  182,    0,  167,    0,    0
    0,    0,    0,    0,  235,  190,  238,    0,    0,    0
    1,    0,  131,    0,    0,  183,    0,    0,  168,    0
    0,    0,    0,    0,    0,  232,  230,  241,    0,    0
    1,    0,    0,  149,    0,  150,    0,    0,  210,    0
    0,    0,    0,    0,  131,  215,    0,    0,    0,  149
    1,    0,  200,    0,    0,  217,    0,    0,    0,  152
    0,    0,    0,    0,  238,    0,    0,    0,  170,  215
    1,    0,  127,    0,    0,    0,  153,    0,    0,  169
    0,    0,    0,    0,    0,    0,  218,  168,  178,    0
    1,    0,    0,  152,    0,    0,  254,    0,  179,    0
    0,    0,    0,    0,    0,    0,    0,  128,  224,  164
    1,    0,    0,  176,    0,    0,  185,    0,    0,  248
    0,  138,  172,  199,    0,    0,    0,    0,    0,    0
    1,  152,    0,    0,  228,    0,    0,  220,    0,    0
    0,    0,  137,  155,  147,    0,    0,    0,    0,    0
    1,    0,  182,    0,  190,    0,    0,  139,    0,    0
    0,  147,  157,    0,    0,    0,  181,    0,    0,    0
    1,  239,    0,    0,  246,    0,    0,    0,  176,    0
    0,  243,    0,    0,    0,  200,  159,    0,    0,    0
    1,  129,    0,    0,    0,  174,    0,    0,  164,    0
